class;width;height;xmin;ymin;xmax;ymax
F18;2505;1690;1593;907;1664;957
F18;1463;2048;598;657;920;738
F18;945;2048;151;750;264;792
F18;3286;2190;1223;948;1554;1073
F18;3286;2190;1920;1406;2158;1491
F18;2695;1792;593;284;1588;765
F18;2695;1792;0;315;512;736
F18;3746;2480;2631;801;3259;1378
F18;3746;2480;1396;1087;2340;1698
F18;3746;2480;468;840;1153;1375
F18;4096;3072;715;713;2019;1220
F18;2489;1659;714;923;930;1131
F18;3956;2826;1164;638;1305;748
F18;2505;1690;1210;703;1281;751
F18;2505;1690;187;1577;274;1643
F18;3000;2000;1488;817;1624;867
F18;1024;1024;73;550;454;640
F18;4096;1378;2296;628;2650;707
F18;1024;688;26;47;897;635
F18;2505;1690;287;1368;372;1430
F18;2505;1690;344;1406;430;1468
F18;3893;2595;1528;630;2356;1106
F18;2505;1690;463;1486;547;1545
F18;2505;1690;586;1562;674;1626
F18;2505;1690;644;1604;732;1666
F18;1800;1152;667;369;975;708
F18;2505;1690;562;1264;645;1324
F18;2505;1690;620;1299;707;1359
F18;1024;741;53;148;990;333
F18;2505;1690;693;1101;773;1158
F18;1400;971;155;0;1280;556
F18;2505;1690;131;1542;220;1606
F18;2505;1690;747;1134;824;1191
F18;2505;1690;26;1471;117;1533
F18;3573;1945;2252;1556;2296;1608
F18;2048;1366;532;400;779;466
F18;2880;2880;0;1057;959;2049
F18;2667;4000;2215;395;2272;508
F18;1677;1198;1000;665;1043;687
F18;3276;2180;0;0;3276;2180
F18;2048;1366;1416;596;1498;644
F18;2048;1536;232;552;965;732
F18;2048;1366;1329;564;1410;607
F18;1080;1920;253;616;894;1628
F18;1024;576;139;85;961;344
F18;1080;1920;171;392;215;418
F18;1800;1200;1267;511;1639;733
F18;1800;1200;802;680;1354;1037
F18;1800;1200;203;799;861;1055
F18;1024;576;123;264;906;484
F18;1000;707;138;136;788;595
F18;1440;1792;0;0;1440;1713
F18;3893;2595;1480;120;2329;619
F18;3732;2872;750;1485;3511;2333
F18;2505;1690;912;1232;992;1289
F18;2505;1690;968;1265;1045;1323
F18;866;1200;36;497;799;750
F18;4096;2730;0;97;4096;2730
F18;3888;2592;1680;1185;2137;1368
F18;3888;2592;1444;1158;1934;1344
F18;2505;1690;949;1006;1023;1055
F18;3131;2088;304;557;3036;1556
F18;1280;960;532;422;1116;608
F18;1280;960;735;308;1237;466
F18;2505;1690;842;943;916;994
F18;1714;1066;914;545;1178;610
F18;1440;1777;379;174;1045;655
F18;2505;1690;1022;817;1103;874
F18;2505;1690;1129;877;1208;934
F18;2505;1690;1293;969;1372;1026
F18;3513;1822;201;980;261;1022
F18;1024;801;21;75;970;703
F18;882;479;86;108;790;350
F18;2961;2357;123;0;2961;1204
F18;1920;1080;1048;291;1869;496
F18;1280;816;455;0;982;643
F18;1920;1081;705;241;911;552
F18;2505;1690;1024;1299;1102;1357
F18;2505;1690;1079;1332;1160;1392
F18;1400;971;252;484;726;787
F18;1400;971;784;687;1046;867
F18;1400;971;1133;552;1336;681
F18;2505;1690;1138;1366;1217;1425
F18;2000;1333;446;687;686;771
F18;1024;683;41;309;620;505
F18;2505;1690;1262;732;1335;779
F18;2505;1690;1196;1400;1277;1458
F18;2505;1690;1340;1226;1414;1281
F18;2505;1690;1222;1163;1301;1217
F18;2505;1690;1113;1100;1188;1151
F18;4096;2731;2675;1407;2944;1568
F18;2505;1690;1059;1068;1134;1118
F18;2505;1690;1005;1035;1079;1085
F18;4096;2731;901;1052;1142;1191
F18;4096;1378;2062;694;2516;798
F18;2505;1690;1394;1261;1472;1316
F18;1600;1043;1199;558;1600;726
F18;960;681;190;111;814;346
F18;2360;1780;66;58;2293;1718
F18;1017;678;408;288;537;324
F18;1017;678;327;275;421;302
F18;1017;678;225;295;317;321
F18;1017;678;143;304;235;329
F18;1017;678;80;351;250;393
F18;1017;678;75;301;159;324
F18;3052;1596;832;572;983;720
F18;3052;1596;984;418;1132;577
F18;880;1325;269;718;606;925
F18;2048;1536;1187;1009;1370;1085
F18;2048;1536;626;583;761;653
F18;1000;667;459;173;547;199
F18;1000;667;865;191;992;227
F18;1000;667;201;398;325;438
F18;543;815;0;51;92;171
F18;1300;865;71;561;255;795
F18;1294;1649;303;214;938;672
F18;1017;678;538;282;679;325
F18;1908;1146;0;568;368;976
F18;1017;678;662;274;808;318
F18;2400;1306;31;379;2350;1277
F18;1300;868;694;514;822;571
F18;1300;868;533;512;660;572
F18;1366;2048;5;492;213;599
F18;1200;1600;59;84;983;1234
F18;850;798;337;246;480;437
F18;1229;1536;0;325;1229;1045
F18;880;1325;406;1112;642;1266
F18;880;1325;394;991;642;1149
F18;880;1325;357;945;640;1123
F18;880;1325;319;831;628;1038
F18;392;226;66;0;388;112
F18;1280;914;905;507;1216;616
F18;3052;1596;1658;355;1862;464
F18;2400;1306;1479;49;2358;294
F18;2400;1306;1582;275;2400;506
F18;1000;667;0;60;1000;650
F18;1017;678;802;254;966;311
F18;3052;1596;1193;799;1403;903
F18;1908;1146;1465;593;1908;1146
F18;1908;1146;253;350;1390;1146
F18;3422;2281;490;1110;2482;1946
F18;4057;2700;2510;422;3881;1838
F18;2048;1536;1103;823;1221;859
F18;4057;2700;1373;448;3449;2185
F18;1199;817;357;219;935;603
F18;4057;2700;1311;742;2303;1963
F18;960;540;54;233;204;290
F18;4057;2700;231;320;1936;1917
F18;1798;2560;0;220;1798;2107
F18;1032;737;69;60;939;686
F18;1327;885;222;319;1092;794
F18;1800;1200;1257;382;1342;418
F18;1800;1200;138;195;193;217
F18;1327;885;223;278;1124;781
F18;1327;885;210;181;1138;753
F18;1327;885;226;137;1192;704
F18;4040;2693;114;597;3804;1984
F18;4096;2731;0;97;4096;2693
F18;4096;2847;1989;1445;3085;2073
F18;1920;1166;295;243;1572;780
F18;880;1325;93;171;619;461
F18;880;1325;157;443;614;708
F18;3422;2281;863;143;3018;1055
F18;1041;1314;252;16;750;1312
F18;900;506;286;262;548;386
F18;2902;1935;1914;1112;2645;1405
F18;950;633;434;303;523;390
F18;4096;3072;87;1630;3529;2691
F18;2048;1367;824;116;1813;1293
F18;2902;1935;398;557;1141;851
F18;2517;1690;907;1112;1127;1215
F18;8256;4644;535;2083;945;2304
F18;2048;1366;0;482;802;937
F18;2048;1366;823;368;1957;986
F18;1000;667;636;313;837;424
F18;1000;667;424;333;582;426
F18;1000;667;276;353;407;429
F18;1000;667;160;369;280;438
F18;880;1325;215;597;604;816
F18;4096;2847;1096;1339;1871;1696
F18;8256;4644;969;2056;1385;2284
F18;1300;868;880;515;1007;571
F18;1556;778;70;126;1510;668
F18;4096;2733;3091;1579;3280;1753
F18;3276;2184;520;1147;554;1165
F18;4096;2726;3016;1501;3890;1858
F18;4096;2730;452;52;4096;2352
F18;4096;2730;21;973;1749;1924
F18;4096;2730;0;105;4096;2162
F18;2968;1429;2429;1028;2639;1139
F18;2048;1364;678;501;755;550
F18;4096;2730;0;0;1415;805
F18;2048;1364;1547;804;1624;850
F18;1000;667;475;402;502;420
F18;1000;667;664;360;925;531
F18;4096;2730;2181;891;4096;2083
F18;1200;630;1010;26;1186;70
F18;1200;630;1022;75;1185;121
F18;1200;630;873;84;1027;127
F18;4096;2731;416;1058;2790;1756
F18;1920;1080;759;255;1151;648
F18;4096;2731;1138;49;3344;749
F18;4096;2732;2808;574;2860;596
F18;1339;887;63;0;1339;662
F18;1620;1080;45;140;1519;844
F18;1600;900;437;290;1096;529
F18;1152;864;73;251;1144;622
F18;564;881;103;5;405;198
F18;1080;1920;653;777;696;840
F18;2509;1698;2136;530;2335;632
F18;2509;1698;2182;761;2383;868
F18;1579;867;834;637;996;684
F18;1579;867;567;451;710;490
F18;1200;676;37;155;1169;455
F18;4096;2731;488;1505;3583;2590
F18;1000;563;398;251;675;378
F18;2048;1536;943;828;1142;881
F18;1223;774;172;70;882;740
F18;4096;2726;670;963;3914;1813
F18;3276;2184;1854;542;1888;560
F18;1920;1080;564;375;1305;577
F18;4096;2726;1306;1497;2094;1818
F18;4096;2726;2131;1586;2897;1852
F18;4096;2731;860;659;3486;1529
F18;1200;778;144;228;904;461
F18;2048;1536;0;460;1703;994
F18;1280;720;413;131;1084;566
F18;1006;1342;372;491;672;611
F18;1006;1342;52;981;537;1243
F18;1920;1371;533;785;663;895
F18;1920;1371;465;726;590;833
F18;2000;1125;320;530;1654;909
F18;4096;2733;1354;1853;1543;2019
F18;4096;2733;1180;2127;1365;2289
F18;1920;1371;406;677;525;780
F18;4096;2733;1065;2318;1245;2473
F18;4096;2733;2449;1378;2641;1558
F18;1000;638;486;193;513;206
F18;1000;638;725;194;758;208
F18;1000;638;659;194;689;208
F18;1000;638;544;194;566;206
F18;1000;638;601;194;623;207
F18;4096;2733;2803;1460;2996;1639
F18;1936;1291;1111;370;1392;478
F18;1006;1342;212;722;585;881
F18;1024;777;66;315;963;497
F18;1920;1371;461;844;578;949
F18;1920;1371;521;902;651;1013
F18;1280;720;1011;164;1139;266
F18;1200;630;993;124;1184;172
F18;2048;2048;445;349;1552;1941
F18;1200;630;850;141;1027;186
F18;3762;1788;3165;1363;3237;1421
F18;3762;1788;3341;1094;3416;1144
F18;1200;630;736;147;881;192
F18;1000;1400;262;371;880;654
F18;1989;1666;1490;598;1833;891
F18;3000;1870;425;506;1939;820
F18;960;640;610;179;816;237
F18;4096;2725;3338;1238;3477;1290
F18;960;640;7;279;335;347
F18;1280;851;655;443;816;509
F18;1280;851;1105;490;1239;537
F18;4096;2730;304;626;3954;1957
F18;1920;1371;509;1019;635;1130
F18;960;627;265;116;653;411
F18;4096;2725;3767;1183;3908;1234
F18;675;1200;546;575;642;610
F18;1741;1024;1042;489;1204;528
F18;1500;1000;405;162;1104;439
F18;1000;714;426;143;659;201
F18;1000;714;454;240;709;301
F18;1000;714;212;277;486;350
F18;1000;714;213;172;464;236
F18;1000;714;212;78;448;136
F18;1200;857;448;257;800;499
F18;3649;1857;1827;1233;1965;1430
F18;2440;1693;1820;28;1957;170
F18;1848;874;1269;425;1456;489
F18;1024;683;184;311;271;343
F18;1080;1920;642;890;696;913
F18;4096;2304;3436;1062;4059;1314
F18;4096;2304;2664;981;3681;1335
F18;1600;1246;254;472;1359;806
F18;1200;798;65;274;1170;566
F18;1200;800;0;69;861;323
F18;1000;666;329;406;484;517
F18;1280;731;488;171;798;377
F18;2048;1364;489;455;1755;783
F18;4096;2756;1736;1330;3819;2042
F18;3523;1930;1823;170;1849;203
F18;4262;2848;3061;1168;3207;1250
F18;1200;675;538;301;673;352
F18;4262;2848;3243;1318;3388;1397
F18;1200;675;621;367;760;419
F18;1200;628;0;276;255;431
F18;1200;628;659;261;1048;413
F18;1800;1198;0;0;1800;1126
F18;900;506;280;84;363;123
F18;4096;2731;3044;545;4096;1852
F18;1645;1162;180;513;547;632
F18;4096;2733;1785;1355;1867;1380
F18;1200;800;49;110;1157;536
F18;4096;2304;33;417;3969;1840
F18;2000;1334;1610;271;1811;361
F18;2000;1334;41;365;319;472
F18;1333;750;0;0;1333;715
F18;2000;1334;985;459;1464;648
F18;1000;714;640;223;873;281
F18;539;1951;299;489;354;517
F18;539;1951;351;524;406;552
F18;539;1951;407;562;461;589
F18;4096;2731;3127;683;3305;869
F18;4096;2731;1898;335;2143;467
F18;4096;2731;1939;1361;2176;1434
F18;4096;2731;587;674;783;847
F18;4096;2731;213;1530;422;1747
F18;4096;2304;115;1318;623;1511
F18;1280;848;0;36;369;296
F18;3598;1914;2200;551;2300;699
F18;3598;1914;172;1110;273;1256
F18;3598;1914;1201;441;1340;552
F18;2000;1125;272;736;1115;1041
F18;3598;1914;852;726;952;874
F18;1584;984;1130;754;1476;861
F18;3598;1914;1618;699;1719;848
F18;1024;701;410;456;591;583
F18;3598;1914;1293;799;1433;907
F18;3598;1914;951;1124;1051;1271
F18;4096;2731;3757;1608;3900;1839
F18;1024;689;77;168;962;541
F18;3598;1914;1771;1279;1867;1427
F18;1181;1200;28;629;1124;937
F18;539;1951;233;516;288;544
F18;539;1951;274;552;327;581
F18;539;1951;157;539;211;567
F18;1600;1065;0;296;1600;1065
F18;3649;1857;3067;1230;3204;1427
F18;1685;769;793;420;1047;502
F18;3649;1857;3504;1250;3639;1446
F18;1998;1332;620;147;1348;1235
F18;4262;2848;2924;1081;3068;1163
F18;4096;2731;1283;574;1446;699
F18;1080;1920;376;255;428;281
F18;4096;1954;1819;500;2360;711
F18;1136;639;504;348;1073;540
F18;686;386;117;69;641;246
F18;2048;1086;96;521;616;653
F18;2048;1536;785;596;988;658
F18;3598;1914;2249;734;2352;878
F18;3598;1914;2296;911;2395;1056
F18;4096;2730;676;902;3366;1872
F18;1200;801;209;122;331;155
F18;4262;2848;2776;1059;2920;1140
F18;2496;1563;2209;110;2435;274
F18;3221;2144;1417;1422;1891;1613
F18;3007;2005;367;594;1144;907
F18;3221;2144;1553;1242;1776;1323
F18;3007;2005;1957;1181;2727;1495
F18;884;501;348;325;446;470
F18;3583;1942;3208;253;3312;369
F18;3221;2144;1718;1207;1835;1270
F18;3221;2144;1710;1169;1783;1212
F18;3221;2144;1899;1222;2042;1273
F18;800;800;428;49;664;129
F18;3221;2144;2010;1360;2318;1501
F18;3583;1942;3279;160;3370;284
F18;3583;1942;3144;334;3243;451
F18;3583;1942;3064;368;3156;487
F18;3583;1942;2881;134;2968;226
F18;1600;1067;596;539;846;635
F18;3583;1942;3036;453;3124;560
F18;3221;2144;1426;1524;1981;1745
F18;4062;2300;1498;1109;1619;1210
F18;1000;714;598;148;764;219
F18;1280;852;845;566;1046;623
F18;4062;2300;1080;1173;1217;1259
F18;4062;2300;1216;1153;1340;1243
F18;4062;2300;945;1195;1110;1275
F18;1280;914;710;675;1153;838
F18;2085;1488;39;826;1243;1172
F18;4062;2300;655;1205;805;1283
F18;704;503;325;167;493;230
F18;4062;2300;444;1203;600;1284
F18;4062;2300;256;1211;423;1286
F18;6016;4000;1135;2051;1772;2323
F18;2511;1678;68;1205;446;1372
F18;677;869;24;444;312;567
F18;4096;2304;68;97;3466;1043
F18;1020;680;223;255;600;466
F18;1280;914;81;637;481;788
F18;1200;693;443;277;779;403
F18;1920;1250;1402;429;1742;526
F18;4062;2300;1368;1132;1486;1218
F18;4062;2300;1605;1116;1725;1214
F18;1801;1013;415;293;569;356
F18;1801;1013;3;113;1797;797
F18;4057;2700;566;1011;3889;2089
F18;4057;2700;2934;1410;3973;2011
F18;1638;2048;1271;973;1328;1011
F18;1080;1920;675;801;718;866
F18;3897;2598;854;1764;2933;2322
F18;1600;900;47;209;1432;821
F18;1000;750;112;384;204;437
F18;2521;1701;800;180;1001;264
F18;900;600;337;251;537;342
F18;810;539;0;135;810;364
F18;3349;2233;47;860;3318;2018
F18;1300;868;463;326;777;515
F18;1200;675;455;227;587;276
F18;3000;661;2094;259;2959;484
F18;2496;1563;1786;531;2009;690
F18;2048;1365;116;475;1302;871
F18;2496;1563;1988;318;2216;480
F18;4062;2300;3206;1126;3332;1235
F18;4062;2300;3304;1151;3469;1257
F18;4062;2300;3550;1173;3778;1265
F18;2000;1125;572;487;890;676
F18;1024;576;48;289;373;386
F18;1024;576;183;223;513;358
F18;4062;2300;1703;1126;1816;1230
F18;1024;576;520;228;850;333
F18;1024;576;237;68;565;206
F18;1024;796;172;380;1024;604
F18;3888;2592;2020;1223;2252;1365
F18;3888;2592;2206;1236;2361;1382
F18;2400;1600;1769;326;1863;391
F18;3000;2400;92;559;2672;1528
F18;4062;2300;2088;1112;2206;1217
F18;4062;2300;1913;1228;2046;1324
F18;1638;2048;1025;1105;1082;1141
F18;4062;2300;2050;1225;2199;1316
F18;4062;2300;2207;1216;2372;1305
F18;4062;2300;3202;1432;3335;1536
F18;1192;810;237;408;431;471
F18;1192;810;696;423;1043;530
F18;4062;2300;1970;1115;2089;1217
F18;1080;1920;233;644;889;1634
F18;2048;1367;1163;514;1303;558
F18;1200;801;256;408;295;420
F18;3600;2025;762;1126;3375;1867
F18;3600;2025;530;679;2237;1135
F18;2509;1687;666;248;874;514
F18;1388;2048;0;611;1388;1278
F18;2000;1333;37;412;208;472
F18;3200;1808;1617;432;2761;890
F18;1000;707;12;231;985;528
F18;1000;666;727;21;1000;196
F18;1280;848;457;370;870;660
F18;3323;2216;1309;647;1513;734
F18;3200;1808;166;497;1141;874
F18;3200;1808;1073;454;1791;816
F18;4096;2731;1616;2297;1779;2388
F18;4096;2731;915;253;2914;1469
F18;4096;2731;2837;2184;3779;2414
F18;2048;1414;277;347;1850;1062
F18;4096;2731;974;2071;1128;2170
F18;3600;2025;490;319;1784;662
F18;1920;993;1176;388;1368;629
F18;3323;2216;1467;539;1676;634
F18;3448;2463;2502;1357;2704;1588
F18;1920;1080;896;166;1535;338
F18;1280;850;414;180;502;248
F18;1280;850;531;154;620;222
F18;1280;850;534;41;626;111
F18;1280;850;413;90;507;161
F18;2995;3744;0;1682;2819;2298
F18;6672;4448;4845;3327;5259;3605
F18;6672;4448;3215;815;3579;1035
F18;4096;2731;912;1669;1545;2025
F18;2560;1829;747;1446;1309;1674
F18;2560;1829;1204;1451;1745;1691
F18;2560;1829;1527;1475;2092;1753
F18;4096;2731;1586;1333;2200;1581
F18;6672;4448;3406;438;3764;659
F18;1200;675;479;30;598;79
F18;1600;900;213;200;576;463
F18;3448;2463;1278;944;1778;2246
F18;3448;2463;1842;108;2065;362
F18;1920;993;1355;540;1549;793
F18;1920;993;1556;704;1755;971
F18;1920;993;522;379;720;622
F18;4096;3350;120;221;2601;2311
F18;1000;667;0;158;512;483
F18;1024;768;47;85;529;486
F18;1024;768;140;303;898;576
F18;1280;914;0;453;800;914
F18;1280;914;230;227;243;245
F18;2509;1687;1050;1316;1330;1618
F18;1280;914;263;233;277;250
F18;4118;2316;1473;1140;1897;1388
F18;4118;2316;921;1448;1324;1689
F18;4096;2304;3654;661;3881;831
F18;1280;914;300;229;316;246
F18;4096;2731;1934;674;3261;1273
F18;2000;1125;33;581;605;744
F18;2228;1578;0;0;2228;1520
F18;4096;2304;1888;616;2135;791
F18;1024;781;117;259;852;546
F18;2521;1689;919;525;969;599
F18;499;387;89;9;314;115
F18;2521;1689;1670;946;1725;1018
F18;499;387;265;113;499;176
F18;1920;993;323;541;527;796
F18;1920;993;114;701;324;974
F18;4096;2731;2345;2114;3368;2616
F18;1200;800;28;190;1142;525
F18;1280;725;16;271;148;442
F18;3323;2216;1666;647;1871;734
F18;4096;2733;1625;788;2105;981
F18;3323;2216;1849;750;2049;835
F18;1200;900;592;234;643;283
F18;7029;4153;758;1078;1029;1216
F18;7029;4153;2239;1330;2465;1448
F18;7029;4153;2082;1181;2317;1307
F18;2654;2123;697;511;2284;1634
F18;3323;2216;1507;752;1704;834
F18;3323;2216;1143;758;1340;840
F18;1600;900;1022;407;1116;441
F18;499;387;52;245;264;297
F18;499;387;128;209;351;266
F18;7029;4153;1355;971;1619;1111
F18;1200;900;119;579;178;622
F18;1920;1080;718;340;1376;496
F18;1920;1080;712;482;1339;577
F18;1000;668;533;215;905;413
F18;1024;572;74;153;931;421
F18;1024;572;903;250;995;277
F18;797;769;355;302;618;560
F18;3598;1914;572;1009;711;1114
F18;3598;1914;721;1576;861;1682
F18;2048;1536;1092;1122;1265;1191
F18;1332;850;999;675;1329;826
F18;1332;850;24;674;362;832
F18;3598;1914;1347;1015;1486;1120
F18;2896;1944;1310;899;1626;1132
F18;3598;1914;1163;277;1302;388
F18;3598;1914;1247;623;1388;729
F18;2000;1125;119;247;1909;921
F18;2214;3000;1301;591;1451;639
F18;2214;3000;289;497;443;552
F18;1920;1281;855;709;1203;1234
F18;1280;960;333;388;769;496
F18;2048;1152;0;756;1302;1152
F18;1280;960;532;463;1048;589
F18;3598;1914;479;645;618;751
F18;1200;800;443;657;745;778
F18;4029;2878;3390;954;3764;1184
F18;4029;2878;2078;1131;2349;1324
F18;4029;2878;469;1005;1544;1823
F18;1200;801;641;362;708;382
F18;1200;801;793;412;841;427
F18;1440;1785;0;0;515;1132
F18;3598;1914;672;1401;816;1500
F18;900;593;28;184;871;420
F18;1440;1785;679;659;1440;1785
F18;640;360;79;158;331;229
F18;3598;1914;1817;1458;1916;1606
F18;2000;1317;0;609;885;1150
F18;3598;1914;273;1500;374;1648
F18;3598;1914;1093;1663;1194;1806
F18;2000;1317;1203;855;1233;864
F18;2000;1317;1233;855;1259;865
F18;3598;1914;1674;918;1774;1064
F18;3598;1914;806;552;906;700
F18;2518;1704;1891;1523;2123;1634
F18;1440;1773;124;609;1422;1773
F18;945;2048;377;654;860;1007
F18;2100;1500;438;469;637;657
F18;2100;1500;72;579;274;769
F18;1500;999;0;317;1381;999
F18;640;360;55;104;571;360
F18;1024;990;623;198;983;298
F18;1024;990;272;240;876;462
F18;1024;990;0;303;694;852
F18;1280;720;318;185;1016;467
F18;4096;3387;632;390;3763;1736
F18;4096;3387;1420;2454;1505;2495
F18;1280;720;587;308;865;372
F18;6672;4448;5271;3518;5688;3802
F18;900;356;429;130;802;244
F18;960;798;413;7;952;766
F18;1041;704;315;158;821;327
F18;1041;704;40;170;1041;530
F18;1920;1080;382;401;1000;566
F18;2100;1500;230;867;425;1050
F18;2100;1500;597;695;792;879
F18;1920;1080;299;165;1411;661
F18;2000;1333;569;173;2000;1132
F18;1000;1399;84;888;543;1055
F18;1000;1399;539;736;946;884
F18;1000;1399;71;693;477;823
F18;1000;1399;501;575;863;697
F18;3523;2298;1615;365;1722;408
F18;3523;2298;1728;331;1837;377
F18;3523;2298;468;1306;1674;1788
F18;680;510;304;336;352;362
F18;1677;944;952;466;1153;514
F18;3872;2592;1661;916;2156;1431
F18;1440;1785;119;712;1414;1013
F18;2599;2400;907;646;996;699
F18;2599;2400;1436;768;1510;811
F18;728;576;0;0;728;516
F18;2100;1500;1850;1110;2031;1269
F18;2100;1500;1592;1192;1773;1351
F18;2100;1500;1489;1018;1675;1182
F18;2100;1500;1767;910;1949;1072
F18;720;1280;141;509;255;550
F18;2048;1366;1919;530;2048;625
F18;1280;914;369;482;652;583
F18;2048;1366;958;556;1353;673
F18;4021;2872;0;1802;2580;2872
F18;1300;731;385;140;713;318
F18;4096;2732;3779;1080;3889;1144
F18;6795;4530;3814;1825;4198;2042
F18;6795;4530;3594;1869;4009;2104
F18;6795;4530;3373;1915;3832;2183
F18;1200;1768;526;183;1200;439
F18;2400;3600;1606;1472;1977;1668
F18;6795;4530;3184;1966;3713;2276
F18;6795;4530;2967;2037;3567;2386
F18;2400;3600;590;560;743;630
F18;1440;1622;0;438;1046;1463
F18;2256;3042;378;240;409;290
F18;2256;3042;646;510;676;559
F18;2256;3042;739;626;769;674
F18;6795;4530;1474;2845;3865;3558
F18;2509;1702;251;139;436;283
F18;1920;1080;31;406;803;760
F18;4096;2732;3540;841;3646;901
F18;1280;853;433;237;709;342
F18;918;1200;47;358;779;563
F18;1024;687;586;322;742;385
F18;1024;687;461;324;600;388
F18;1024;687;280;326;452;395
F18;1300;731;376;339;706;506
F18;4096;2732;3515;1358;3622;1422
F18;1300;731;566;254;824;427
F18;822;822;25;73;741;778
F18;4021;2872;429;661;3297;1542
F18;2256;3042;541;412;571;461
F18;1920;1080;0;0;1920;511
F18;1920;1080;1081;607;1365;814
F18;1920;1080;740;550;1159;858
F18;1280;636;1183;209;1267;312
F18;1280;636;1081;202;1166;305
F18;1280;636;602;237;684;340
F18;1280;636;299;238;382;342
F18;1280;636;0;237;94;352
F18;1920;1080;583;631;883;862
F18;1920;1080;1170;451;1920;805
F18;1024;687;94;331;274;404
F18;2509;1702;121;41;301;188
F18;2256;3042;827;714;857;761
F18;1000;626;731;329;837;371
F18;4096;2720;77;703;2926;2398
F18;4096;2720;1804;1251;3588;2402
F18;1200;814;50;153;623;353
F18;4096;2720;3052;1388;3964;2170
F18;1080;1920;84;708;1021;1162
F18;960;640;113;134;205;224
F18;564;803;179;30;548;220
F18;1600;1050;986;575;1468;746
F18;816;1024;0;490;800;715
F18;1280;720;384;0;1280;325
F18;1280;720;0;0;852;678
F18;2663;1777;227;416;2409;1440
F18;4096;2731;493;1992;993;2187
F18;2514;1683;1496;1209;1681;1467
F18;810;1024;68;36;735;990
F18;2500;928;36;54;2476;869
F18;2000;1125;48;0;1951;1095
F18;1000;1333;119;435;237;471
F18;1334;2000;536;620;821;707
F18;4096;2615;75;538;3091;1733
F18;1000;1502;0;306;1000;1502
F18;4096;2731;2413;1198;2642;1252
F18;4096;2731;2387;1332;2609;1385
F18;2048;1152;1565;513;2048;746
F18;2048;1152;53;401;1625;854
F18;2048;1152;81;470;683;792
F18;2048;1220;0;171;654;691
F18;4096;3072;181;1421;3492;2811
F18;6795;4530;1860;3229;4988;4376
F18;4096;2731;2724;1252;2951;1304
F18;4096;2731;2776;1095;3005;1148
F18;1088;900;352;401;535;475
F18;1599;2400;0;310;1599;2400
F18;1600;1050;384;534;880;709
F18;3266;2177;484;700;2829;1472
F18;4096;2615;2282;1357;3734;1858
F18;4096;2304;351;936;3438;2019
F18;4096;2615;1626;1366;3612;2108
F18;1088;900;736;345;928;423
F18;2500;928;2209;668;2500;780
F18;1300;731;260;213;589;390
F18;2048;1366;194;310;1823;1165
F18;1739;1159;444;275;1268;887
F18;2098;1499;481;465;1452;718
F18;2804;1869;394;709;752;909
F18;2804;1869;2141;1101;2372;1198
F18;1940;1455;1032;842;1148;881
F18;2048;1364;1005;477;1348;648
F18;1022;1536;102;585;354;700
F18;2000;1125;0;89;1975;912
F18;1022;1536;325;557;571;653
F18;2000;1125;30;0;2000;870
F18;1022;1536;438;542;651;628
F18;1022;1536;532;530;732;607
F18;1022;1536;623;520;802;590
F18;1022;1536;695;512;867;577
F18;1022;1536;761;504;938;565
F18;1022;1536;947;504;1022;564
F18;1022;1536;809;591;1022;710
F18;950;632;371;211;681;341
F18;2560;1704;1000;1416;1192;1469
F18;2560;1704;190;74;795;345
F18;3834;2540;1174;1928;1975;2211
F18;2047;1365;689;930;822;1059
F18;1000;860;0;214;1000;618
F18;3046;1578;2273;618;2473;757
F18;2047;1365;1261;873;1391;1001
F18;1920;1337;522;905;821;985
F18;1920;1337;435;833;708;905
F18;1920;1337;625;789;902;859
F18;2047;1365;1673;900;1807;1027
F18;3834;2540;610;1156;1431;1457
F18;1200;675;680;0;1200;303
F18;1920;1337;355;801;609;864
F18;1920;1337;524;742;781;805
F18;2047;1365;980;700;1118;837
F18;1920;1337;703;683;963;749
F18;3046;1578;2384;603;2588;739
F18;3834;2540;295;1404;1101;1688
F18;3834;2540;1743;1569;2548;1839
F18;2047;1365;434;755;573;892
F18;2047;1365;1507;731;1641;866
F18;1000;667;501;331;581;371
F18;1022;1536;707;618;1022;757
F18;1022;1536;358;698;867;911
F18;4096;2564;919;495;1591;761
F18;2568;1712;2348;474;2453;504
F18;2568;1712;2329;497;2429;526
F18;2568;1712;2239;496;2351;525
F18;2568;1712;2258;522;2356;550
F18;2568;1712;2185;530;2290;553
F18;2568;1712;2148;511;2260;539
F18;2568;1712;2186;551;2284;572
F18;2568;1712;2121;540;2222;567
F18;3264;2448;1800;1271;2063;1376
F18;2048;1200;1658;585;1739;610
F18;680;453;332;309;445;348
F18;1812;1248;40;56;1760;1204
F18;4096;2733;599;695;3841;2162
F18;4096;2732;2862;2012;2971;2076
F18;800;444;684;15;733;52
F18;2366;1577;1028;665;1200;758
F18;1920;1280;285;147;1534;1070
F18;4096;2564;827;777;1661;1179
F18;1200;800;344;265;858;510
F18;1080;1920;805;911;850;970
F18;1022;1536;70;771;651;1077
F18;1022;1536;0;903;294;1364
F18;1920;1371;1028;709;1298;784
F18;2098;1499;340;285;1186;511
F18;1920;1371;909;608;1161;672
F18;1920;1371;809;510;1045;568
F18;4096;2341;1650;547;2337;764
F18;640;960;0;0;640;960
